anio,unidad,ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,label,cluster_kmeans,cluster_dbscan,cluster_subtractive,cluster_fcm,fcm_mu_cluster_0,fcm_mu_cluster_1,fcm_mu_cluster_2,fcm_mu_cluster_3,fcm_mu_cluster_4,fcm_mu_cluster_5,fcm_mu_cluster_6,fcm_mu_cluster_7,fcm_mu_cluster_8,fcm_mu_cluster_9,fcm_mu_cluster_10,fcm_mu_cluster_11,fcm_mu_cluster_12,fcm_mu_cluster_13,fcm_mu_cluster_14,fcm_mu_cluster_15,fcm_mu_cluster_16,fcm_mu_cluster_17,fcm_mu_cluster_18,fcm_mu_cluster_19,fcm_mu_cluster_20,fcm_mu_cluster_21,fcm_mu_cluster_22,fcm_mu_cluster_23,fcm_mu_cluster_24,fcm_mu_cluster_25,fcm_mu_cluster_26,fcm_mu_cluster_27,fcm_mu_cluster_28,fcm_mu_cluster_29,fcm_mu_cluster_30,fcm_mu_cluster_31,fcm_mu_cluster_32,fcm_mu_cluster_33,fcm_mu_cluster_34,fcm_mu_cluster_35,fcm_mu_cluster_36,fcm_mu_cluster_37,fcm_mu_cluster_38,fcm_mu_cluster_39,fcm_mu_cluster_40,fcm_mu_cluster_41,fcm_mu_cluster_42,fcm_mu_cluster_43,fcm_mu_cluster_44,fcm_mu_cluster_45,fcm_mu_cluster_46,fcm_mu_cluster_47,fcm_mu_cluster_48,fcm_mu_cluster_49,fcm_mu_cluster_50,fcm_mu_cluster_51,fcm_mu_cluster_52,fcm_mu_cluster_53,fcm_mu_cluster_54,fcm_mu_cluster_55,fcm_mu_cluster_56,fcm_mu_cluster_57,fcm_mu_cluster_58,fcm_mu_cluster_59,fcm_mu_cluster_60,fcm_mu_cluster_61,fcm_mu_cluster_62,fcm_mu_cluster_63,fcm_mu_cluster_64,fcm_mu_cluster_65,fcm_mu_cluster_66,fcm_mu_cluster_67,fcm_mu_cluster_68,fcm_mu_cluster_69,fcm_mu_cluster_70,fcm_mu_cluster_71,fcm_mu_cluster_72,fcm_mu_cluster_73,fcm_mu_cluster_74,fcm_mu_cluster_75,fcm_mu_cluster_76,fcm_mu_cluster_77,fcm_mu_cluster_78,fcm_mu_cluster_79
2022,Educación,107232859160.89024,55820005067.738335,1.1671207984970522,72.04445590711043,,0.2739953445755193,0.0475195029952026,0.31022181617013,0.178997594216736,0.2414307870881066,0.3466011330154218,0.0624654716410808,0.5205494426292132,0,0,-1,10,10,3.1210123689425904e-33,2.278455596643155e-33,3.1277114108646764e-33,2.994344197138494e-33,3.383669536492052e-33,3.133850828015188e-33,3.27084022963268e-33,1.738092560632004e-33,1.334628375912025e-33,2.8516369726517607e-33,1.0,1.8252564846048286e-33,1.414199229814742e-33,1.3501782348613875e-33,4.10081900894747e-33,1.3781921868771026e-33,1.966688160351456e-33,8.888135237565129e-34,2.024788110558125e-33,9.848482587310452e-34,1.0710846725865997e-33,2.5873218632625795e-33,1.7089736431163078e-33,1.3058536478473154e-33,1.9721254578572743e-33,1.680775438892573e-33,1.590728322211921e-33,1.5880009760611807e-33,1.6949974423553697e-33,1.9064917123619474e-33,1.3965889583001612e-33,1.6157105527032055e-33,1.8681182090325686e-33,2.7286127321922237e-33,1.1421226919633231e-33,2.1333959060056158e-33,3.446687753561052e-33,1.4961991161372099e-33,1.2898362945347819e-33,1.646087585914227e-33,2.292076444648043e-33,1.432344397381672e-33,2.704644903162254e-33,2.1147077388807595e-33,2.0143061141964398e-33,1.4678961233628653e-33,1.2446467705314551e-33,2.9051700888348972e-33,1.739762653710754e-33,2.0144247399433186e-33,2.51245211863603e-33,2.1561993562158178e-33,2.0883352614290536e-33,2.1141838683462767e-33,1.4431338812246842e-33,4.140856605521612e-33,3.574147294061527e-33,3.7708467002924464e-33,1.5782794572161073e-33,2.9096347981679872e-33,1.5672800492350714e-33,1.9900958591428074e-33,2.7324462875280003e-33,5.12256912663871e-33,1.687262360209353e-33,1.963402541419401e-33,1.868974881519757e-33,4.870711462321593e-33,2.1973364171734024e-33,4.182537410407207e-33,2.0890607608960692e-33,1.958668962275654e-33,2.0033416390424083e-33,6.199717468337288e-33,5.906079485226255e-33,2.4208836843512195e-33,2.7637223818731766e-33,2.3878501038252596e-33,4.8320745738203086e-33,4.6605273970623496e-33
2023,Educación,103412215267.8171,57588204553.58153,1.5881479026486172,115.91465747830154,,0.307182013638535,0.0674304936359953,0.212069739652075,0.092516562774471,0.2553539535359269,0.3062602440375931,0.0168428934138506,0.5568800978147458,0,0,-1,42,42,2.8664973637377316e-33,3.204648736926907e-33,1.8565887180082094e-33,3.2753045517237646e-33,2.2732436102732525e-33,2.909132101789544e-33,2.0604506116858416e-33,2.696577147401845e-33,1.5567826364614274e-33,1.8480974673704215e-33,2.704644903162254e-33,1.685971257424611e-33,1.380259126028754e-33,1.3188250784877213e-33,1.842948243090534e-33,1.3723732759066606e-33,3.867370192227698e-33,1.4160536948973415e-33,1.709443207460325e-33,1.3736660773582492e-33,2.211083267006997e-33,1.7647563837556505e-33,1.776438850320325e-33,1.4698518335874813e-33,2.1126044173808397e-33,2.0162857962341336e-33,2.03078898808467e-33,1.3285255696638178e-33,1.2681503007403935e-33,1.9410992466658695e-33,1.1974391715944382e-33,1.7486100076151026e-33,1.2869297963583481e-33,1.4771969599600884e-33,1.3976906731457497e-33,2.7363154199895362e-33,3.614541302067241e-33,1.283808691320254e-33,1.5171077939189528e-33,3.5863441821904386e-33,2.4975354155581618e-33,1.4009448795774556e-33,1.0,1.6505202601058753e-33,3.410620143657163e-33,3.098167524102609e-33,1.2491226870460597e-33,1.6471410050233544e-33,1.4706060984323288e-33,2.2651800085917634e-33,1.7020236016836045e-33,2.9551080967633813e-33,2.123805294362026e-33,1.4838315852334424e-33,1.5882073054556008e-33,2.5002242076984167e-33,2.0904899671458468e-33,2.877734925614756e-33,1.4177056380441518e-33,2.8591247207590133e-33,1.1621150274472279e-33,3.869549052564947e-33,2.7241042700932554e-33,2.0405506214043997e-33,3.6874587001981286e-33,2.0683182775734876e-33,2.0843545413782797e-33,3.106692599797662e-33,2.5357468471208342e-33,2.078940402584785e-33,2.0528194541667657e-33,2.3042962253148986e-33,1.7453338643281646e-33,3.252791667266918e-33,3.207916654977086e-33,2.9437041901754655e-33,4.336995758059709e-33,1.702881043491608e-33,4.7826474580557216e-33,3.3172960262901225e-33
2024,Educación,114564143436.4144,62247990685.02573,1.5148764223633049,104.23069893910991,6040497269.618941,0.3957734296084995,0.0553136255088246,0.1459020771948572,0.2288031405695311,0.2636828302029788,0.4150533049601606,0.1119929856757113,0.543346188588009,0,0,-1,24,24,2.4339471784252707e-33,5.292640211653741e-33,2.0333831352880452e-33,1.959152926469439e-33,1.7419629152016703e-33,3.769726857942709e-33,1.986850645403383e-33,1.7177388310938038e-33,2.0477227201487596e-33,1.7937461198346268e-33,1.9721254578572743e-33,1.3818087854025416e-33,1.19488739904224e-33,1.898561832416179e-33,1.0798478408604185e-33,9.497771939253195e-34,2.7874848137639446e-33,1.0346987765100104e-33,1.989899086709052e-33,9.2254726068567e-34,1.66079720147871e-33,1.7520711236114668e-33,1.6413940381582525e-33,1.441416654268911e-33,1.0,3.8866224101241005e-33,2.5328183073972418e-33,2.5282315396466448e-33,1.5479728433200683e-33,1.7725257105638477e-33,1.6802697336038662e-33,1.2315623898309073e-33,1.9936972767525065e-33,1.7318062505275718e-33,1.0901012267385559e-33,1.2335896565932513e-33,2.4608147523692146e-33,1.3925098130346988e-33,1.4514523931395806e-33,3.0512577624372407e-33,2.1814862491269408e-33,1.778771374940778e-33,2.1126044173808397e-33,1.0629917441232866e-33,1.920415760862823e-33,2.0059063381128606e-33,1.1900707100635523e-33,3.0908148022074445e-33,1.3862841330651649e-33,1.8838141369481192e-33,2.510420746222005e-33,2.983332889314321e-33,1.2389696957198575e-33,1.5321072576240007e-33,1.4258230817854618e-33,2.1580440628815378e-33,2.7253964351605662e-33,1.4380514106562833e-33,1.8163310694715467e-33,1.720934778415117e-33,1.4084290874126273e-33,2.0592728732279635e-33,4.172291072911441e-33,1.5510405844787077e-33,1.816977659181461e-33,2.1631110242897386e-33,1.3111493766366819e-33,3.7843080413847114e-33,2.2054701014408994e-33,1.8819519412998212e-33,2.6426635131732442e-33,2.0862463776399995e-33,1.4832815460305268e-33,1.5632565928934904e-33,1.980576483109743e-33,3.152038021168284e-33,4.523760285996317e-33,2.7804186625577583e-33,2.6387220875999803e-33,2.9125092765748053e-33
2025,Educación,109958725258.5018,66890966152.85871,1.0840108590200694,89.39135852794736,3451619174.9825883,0.2896112838927719,0.0452171545128843,0.2343607140451684,0.1944481223908669,0.2345216412536186,0.4320528006975357,0.0087931892591517,0.608327952107528,1,0,-1,55,55,2.3129834511332036e-33,2.509225357437719e-33,2.0150172030771632e-33,2.8614380263545075e-33,3.801768988894042e-33,2.0490701325145028e-33,2.8187562408820335e-33,1.945484036119906e-33,1.243960178561708e-33,2.2483638066254105e-33,4.140856605521612e-33,1.2157664872298806e-33,1.747078216367448e-33,1.4684870572524746e-33,1.5754136839294276e-33,1.1205362526317537e-33,1.9372847339673057e-33,9.108563859028346e-34,3.3874793155170816e-33,1.31957931066257e-33,1.5195365227808735e-33,3.1483675128558135e-33,1.7228757983365183e-33,2.9101406300377975e-33,2.1580440628815378e-33,1.5980973247165983e-33,1.0509651982067726e-33,1.928207230853342e-33,1.9249378673358427e-33,1.2484065501931914e-33,9.432027049262532e-34,1.5405584672591047e-33,3.551439752323016e-33,1.8055559766502877e-33,1.45671215414457e-33,2.5770699966740985e-33,2.6901880373040348e-33,2.6481207716636373e-33,1.420082992407715e-33,1.7840694781736784e-33,2.2961072459819057e-33,1.2846805163794252e-33,2.5002242076984167e-33,1.9867480056900657e-33,1.9931619575471676e-33,1.403938329683437e-33,1.3435095359992902e-33,2.181725739051097e-33,1.2650013694238225e-33,1.9474836756256483e-33,1.3373327055563068e-33,2.769860814880957e-33,2.0491062314885216e-33,1.7991041982677158e-33,1.4398218998644291e-33,1.0,2.4319567799993524e-33,1.9136634124851912e-33,2.4937390568624378e-33,2.308704558358503e-33,1.4554185881739313e-33,1.9850767699691005e-33,1.7971109301116245e-33,1.9714861728480397e-33,1.333504930126531e-33,1.5527499511445306e-33,1.39701155363383e-33,3.46680492708491e-33,1.6505132673831595e-33,3.5713759888817116e-33,2.0403053877740682e-33,1.4975713037831132e-33,1.4916588488442468e-33,2.836708115118851e-33,3.34136124258281e-33,3.6993465793695436e-33,3.0889243075144095e-33,2.3204429534440194e-33,4.6380689061175355e-33,3.2130918057940106e-33
2016,Sedes y Seccionales,65795504339.40553,31717384437.46397,1.4550470530708262,132.25313080596712,4519136789.225881,0.3088357417692754,0.076119642232443,0.2676415430905828,0.1815378830659077,0.2332729751049865,0.5090705228208819,,0.4820600549522369,0,0,-1,72,72,6.169324557392561e-33,2.7096880032041814e-33,2.1170482858228715e-33,3.609639794125938e-33,2.3641596715402763e-33,3.1387448403951614e-33,1.3539876997171564e-33,1.0911450270633044e-33,1.1914017387144254e-33,2.768397277044318e-33,2.0033416390424083e-33,3.244153437031465e-33,1.0737966070694684e-33,1.4874791387270173e-33,2.4708361017440486e-33,1.2065045106219949e-33,1.623673192839447e-33,8.892561992705211e-34,1.4624263258654358e-33,7.556830198723086e-34,1.179212549174778e-33,1.2327279185445538e-33,1.3241031118510303e-33,8.582607056843295e-34,1.4832815460305268e-33,1.5037698448323075e-33,2.812970186015857e-33,1.4771483674291786e-33,1.3544691287404475e-33,1.591553566526507e-33,1.5097652925765255e-33,1.3292313445046305e-33,1.5507157802612076e-33,2.3467201190553452e-33,1.2506008764379384e-33,2.4783312602170308e-33,1.954601497780348e-33,1.1901015020335182e-33,1.4772259354239462e-33,2.2587591056649966e-33,1.6130693370410762e-33,1.1148072627413958e-33,1.7453338643281646e-33,2.8262500167781147e-33,1.2408834144853829e-33,1.049646567762012e-33,1.1519907901775268e-33,1.316046584259604e-33,1.9008100978760884e-33,2.1125355695644078e-33,2.0125774524740743e-33,1.5861787905651462e-33,1.6076995997458243e-33,2.5313140962823155e-33,1.3161436436356181e-33,1.4916588488442468e-33,2.3844252952838603e-33,2.3672219013679773e-33,8.238299910115328e-34,2.9430855204359935e-33,1.3083620236262214e-33,1.9676681856655627e-33,2.1305490348117863e-33,2.2731622579440327e-33,1.4243673661701232e-33,2.4139363824861743e-33,1.094858476939404e-33,1.544997434902321e-33,1.2141399256526582e-33,1.5598006993430753e-33,1.3249217768162659e-33,4.5383156730915144e-33,1.0,2.128484474244678e-33,2.0414715767264372e-33,2.1412348280993206e-33,2.6060948948035907e-33,1.4808094757518615e-33,2.255036974319658e-33,4.115246603773839e-33
2017,Sedes y Seccionales,70337959632.34299,36336663840.64108,,118.25383860902248,4036028165.4483953,0.289171758288226,0.0490149282254387,0.1901072459703897,0.1736669145180311,0.2411510678688226,0.408063635149364,0.0550233271054728,0.5166010505646322,0,0,-1,0,0,1.0,3.842915832010693e-33,2.5636732592888923e-33,4.9485603954645655e-33,3.0478601368807154e-33,8.345422350620061e-33,2.4004019710524505e-33,1.415111734304687e-33,1.5014547111064108e-33,2.8733798007521378e-33,3.1210123689425904e-33,2.5322358416927588e-33,1.1382363089333974e-33,1.5460006806098205e-33,3.738485706248989e-33,1.5521826422606978e-33,2.2815295505193774e-33,1.262812379331313e-33,1.850903438953961e-33,1.1502207944817631e-33,1.5764394940041792e-33,1.9094970611737685e-33,1.4287653079742472e-33,1.2308219859973044e-33,2.4339471784252707e-33,2.5490559498073836e-33,2.9320528296710623e-33,2.294640649013787e-33,1.4605617007347682e-33,2.354491949069928e-33,1.9682879572762276e-33,2.3172279664848056e-33,2.2705425408653777e-33,2.6499103103222668e-33,1.3718944128903696e-33,3.163407252583482e-33,2.444307717464861e-33,1.2247598476597523e-33,2.1069558010367526e-33,4.016199299491441e-33,2.8019496712271645e-33,1.491134204674151e-33,2.8664973637377316e-33,2.3840244331378815e-33,2.0102801802973642e-33,1.4195203134930952e-33,1.3247129305935522e-33,3.31485958352915e-33,1.5258106777803627e-33,2.218730378233058e-33,3.8325957494860924e-33,3.513155421250614e-33,1.735388333806552e-33,1.9051560569618656e-33,1.310335265418064e-33,2.3129834511332036e-33,3.3868670044380414e-33,3.191018042987275e-33,1.1804505589730644e-33,3.195606966090909e-33,1.751740558560988e-33,2.977085687084956e-33,3.481722681936117e-33,3.6362502412981965e-33,2.2230052412853528e-33,3.0336791056397576e-33,1.5602150028725057e-33,2.6531397827784748e-33,1.772669190125512e-33,2.5386016332318924e-33,2.0320062682361622e-33,3.614021351820886e-33,6.169324557392561e-33,2.462674256773982e-33,3.408812341128985e-33,4.72232067379797e-33,3.7318560364959735e-33,2.024658304776933e-33,5.050164417508518e-33,1.4723909641412095e-32
2018,Sedes y Seccionales,60948048795.15456,32967371864.181183,1.2985330412515956,40.50935480394774,6324312402.976638,0.3208291844442108,0.0969675990176689,0.2396039023275834,0.2098957184618526,0.2314105678142425,0.4220268685543029,0.0803433987946645,0.5409093894865118,1,0,-1,33,33,2.6499103103222668e-33,2.378515635439907e-33,1.7855046025685422e-33,3.0826419998453924e-33,2.4389339798340305e-33,2.950273290212906e-33,2.4019148793056712e-33,1.1058739546336193e-33,9.373710552241769e-34,1.7243528494165735e-33,2.7286127321922237e-33,3.197546117388359e-33,1.103828808373512e-33,1.584611610569249e-33,1.6364860359222116e-33,9.179248737916908e-34,1.207941966628503e-33,7.458598350093952e-34,1.65896788597776e-33,9.648030104802082e-34,1.0603549854648324e-33,1.2317753093735332e-33,1.5287992553604845e-33,1.3870734078566372e-33,1.7318062505275718e-33,1.4297826823541238e-33,1.6323138800300568e-33,2.105867298468898e-33,1.433527476832631e-33,1.4328322770024242e-33,1.1071142847698968e-33,1.0263730571551243e-33,1.341339247485716e-33,1.0,8.559345546594677e-34,1.631894571568251e-33,1.4751612219734755e-33,1.0707464973030394e-33,9.2803033489088e-34,2.3301266548540183e-33,1.2475895118652156e-33,1.321251467139853e-33,1.4771969599600884e-33,3.0960903546470695e-33,1.7638227850579742e-33,1.051482904570196e-33,1.0686828883801943e-33,1.95932980477063e-33,2.187602341718504e-33,2.350949390238086e-33,1.6872787621104174e-33,1.9962537475321807e-33,1.2141651999522517e-33,4.209273818221624e-33,1.4195511406889773e-33,1.8055559766502877e-33,7.580582601536738e-33,2.1296681849648418e-33,1.0466260854116211e-33,1.8292329121603478e-33,1.0033622584013972e-33,1.744523571630889e-33,2.5363821630575127e-33,2.5634997964872324e-33,1.1706429736321007e-33,2.5514455775975715e-33,1.0436799297534306e-33,3.027310062378952e-33,1.4043474471819275e-33,2.3134350192249967e-33,1.3634042404764426e-33,2.7436789817780314e-33,2.3467201190553452e-33,2.6446264426843542e-33,2.8108923052220526e-33,2.4914163774272122e-33,2.171673649749746e-33,1.3784532073074192e-33,3.1635112172898955e-33,5.141651006692865e-33
2019,Sedes y Seccionales,64156261768.34713,34188098216.349834,1.3418885532677884,86.88606408284123,7472654382.08968,,0.057226341094503,0.2057876450789685,0.178278328968774,0.2351941484037421,0.3796635750811294,0.0471370364649031,0.5328879406938462,0,0,-1,79,79,1.4723909641412095e-32,5.1895377668508406e-33,2.819805994594717e-33,6.1076728349820345e-33,4.239584773307864e-33,8.709763955224815e-33,3.031911200108173e-33,1.6957281512195656e-33,1.495676201575901e-33,2.8638291599555622e-33,4.6605273970623496e-33,3.106770747088978e-33,1.2207837258249365e-33,1.8609661270320564e-33,3.21798756744309e-33,1.4648561987299394e-33,2.2526020831733727e-33,1.1169712668166802e-33,2.4638013386612125e-33,1.2603905338457885e-33,1.5481161986868003e-33,1.9623176460859964e-33,1.769471284256793e-33,1.6085505755918263e-33,2.9125092765748053e-33,2.892653322231498e-33,2.741960421842953e-33,3.265208030257545e-33,1.5864253424665e-33,2.6832141248783e-33,1.805435699112435e-33,1.9925297072180718e-33,2.1397200360346195e-33,5.141651006692865e-33,1.3601108741066912e-33,3.165007208364939e-33,2.8767589547959255e-33,1.3458442831396905e-33,1.5456299102046843e-33,4.2737911127870164e-33,2.8804320073201332e-33,1.6197085914317848e-33,3.3172960262901225e-33,3.1020210603452004e-33,2.3272986877175387e-33,1.5816276190547598e-33,1.4618827504427607e-33,4.4698790517914815e-33,1.7633502855307714e-33,3.0880844243583135e-33,3.512337045160264e-33,4.253077615570689e-33,1.693227484102858e-33,2.7776120367161943e-33,1.6334269677812275e-33,3.2130918057940106e-33,5.7786465984367796e-33,3.9186710547795016e-33,1.4689232776975145e-33,4.0096479873377096e-33,1.5217255129327928e-33,3.7383802424878564e-33,4.364768883709182e-33,4.077514756692552e-33,2.3496848906733892e-33,3.954051550659117e-33,1.7211046883345848e-33,4.928437577769944e-33,2.3146788196997008e-33,3.464503881385424e-33,2.223700539328339e-33,3.986035324585804e-33,4.115246603773839e-33,3.835835355859174e-33,6.20388198371616e-33,5.878725351017554e-33,5.058414919628333e-33,2.2817400306922226e-33,7.047319186429966e-33,1.0
2020,Sedes y Seccionales,65083358481.67987,34833866234.82618,1.146197197709715,54.51408855218752,4332965185.622183,0.4061926008599901,0.0463354811400042,0.1278984080797461,0.2240610394461269,0.2719258841037897,0.4741537251659986,0.004181728552946,0.535219248782797,1,0,-1,27,27,2.294640649013787e-33,2.5848859502761294e-33,1.4816064728886168e-33,1.8452136311637295e-33,2.2882135416207994e-33,2.617598764911908e-33,1.3603733258905691e-33,1.3377776393123171e-33,1.5197328365516196e-33,1.3154727689413366e-33,1.5880009760611807e-33,1.4548547970922704e-33,7.705616289827605e-34,1.9739098302257396e-33,1.2447863303231713e-33,8.524003831688572e-34,1.0975294984520763e-33,1.376085449068256e-33,2.2204384005544425e-33,1.5109320996769398e-33,1.5937938790880663e-33,1.2188958205721552e-33,1.6765132254809886e-33,1.5586483998460863e-33,2.5282315396466448e-33,3.8879578657696436e-33,1.5986850822582215e-33,1.0,1.1482502440821619e-33,1.3741883320038239e-33,1.4141226081320525e-33,1.614940466369341e-33,1.7596113998142617e-33,2.105867298468898e-33,1.006637215964326e-33,1.4088903897721262e-33,1.3301122279908411e-33,1.2302396910968577e-33,1.0196049287433523e-33,1.732119119407999e-33,2.83822815164617e-33,1.2345368029007604e-33,1.3285255696638178e-33,1.4741728823204886e-33,1.3156947347947326e-33,1.055987908049135e-33,1.3498397380687018e-33,3.2120645831652725e-33,1.1914650959522671e-33,2.2755700595461237e-33,1.4696729986331484e-33,4.270684087510596e-33,7.956013445899903e-34,1.575919293828704e-33,1.3818597806811995e-33,1.928207230853342e-33,2.064721830154125e-33,1.4876667436639587e-33,1.5932875268442905e-33,1.7194470483529373e-33,1.0928110091376596e-33,1.4588328069058262e-33,1.5184365501699901e-33,1.1699974174100974e-33,1.691839103362104e-33,3.3501581802843016e-33,1.2431989559222935e-33,2.076276315910992e-33,1.90750922260951e-33,1.8161231077029437e-33,1.3088075625120236e-33,1.7527938342728564e-33,1.4771483674291786e-33,1.614394115953326e-33,2.4446589773398528e-33,3.705231708894093e-33,2.6319737601863358e-33,1.9368379748952704e-33,1.6712622208794135e-33,3.265208030257545e-33
2021,Sedes y Seccionales,58382366064.33834,37264441390.96215,1.2887704653487395,52.97062544116976,6942745866.621546,0.2165296020793981,0.0592878903078034,0.1081791324837676,0.1362290632329604,0.310844595243431,,-0.0500487485228087,0.6382824798483864,1,0,-1,19,19,1.1502207944817631e-33,1.0708390817444951e-33,7.536690832151471e-34,1.1573879332928527e-33,1.2438520646317536e-33,1.0848611516989037e-33,1.2801562593784415e-33,9.984512753942482e-34,7.76692931817906e-34,7.557292594636203e-34,9.848482587310452e-34,7.352304914279098e-34,6.2415073535246805e-34,9.90167492060805e-34,9.374238043684235e-34,6.636875406380078e-34,7.727229346108322e-34,1.6993920879737076e-33,1.2404202384684221e-33,1.0,2.0505556952919144e-33,8.987619327782815e-34,1.0153718404774247e-33,1.590903335330235e-33,9.2254726068567e-34,1.0871059682894291e-33,7.256183474845012e-34,1.5109320996769398e-33,6.857517754272914e-34,8.59652685423284e-34,6.343490280888619e-34,1.2380243714254178e-33,9.50048472163281e-34,9.648030104802082e-34,7.270380310755929e-34,1.1549853688156635e-33,8.357677061150182e-34,8.060472399203525e-34,7.418407383138756e-34,1.2041406082712286e-33,1.2375693461974083e-33,7.364968581451896e-34,1.3736660773582492e-33,1.056365946090823e-33,1.4497466527404333e-33,8.228044422903593e-34,8.420836877962887e-34,1.22449830992474e-33,8.461943635087655e-34,1.1459256219253326e-33,6.699525015832935e-34,2.4384410249695466e-33,7.3482369923128065e-34,8.413969742977356e-34,8.478803401766677e-34,1.31957931066257e-33,1.0013930916367815e-33,9.937137946396174e-34,1.0550945901209515e-33,9.005901943877996e-34,6.7889635309265435e-34,1.1297112910492255e-33,8.23877530578799e-34,7.89820673747554e-34,1.135199352887594e-33,1.1047360368353836e-33,8.864021405194136e-34,1.1018664915651356e-33,9.785401713394582e-34,1.160260263036874e-33,7.576625164590269e-34,8.816146610646987e-34,7.556830198723086e-34,1.1751209973660628e-33,1.3885877072150142e-33,1.8177645804433587e-33,1.1359373108014803e-33,8.574930993906846e-34,1.295896677879717e-33,1.2603905338457885e-33
2022,Sedes y Seccionales,63834983405.38364,33420037891.10951,1.2432123070754335,64.65167666150819,,0.3101381815797857,0.0191580716900915,0.1500383065695206,0.2223078040571286,0.2575022555887036,0.3296230692446067,0.0909569737742265,0.5235379741367798,0,0,-1,47,47,3.31485958352915e-33,2.3599733444327062e-33,1.7406982570137213e-33,1.8256111974216054e-33,2.158906705965543e-33,3.6481142953864275e-33,2.7929084823419038e-33,1.211900267064088e-33,1.2234590959881178e-33,1.555002137657092e-33,2.9051700888348972e-33,1.1993766778144151e-33,8.343383458296546e-34,1.2831948011901858e-33,1.914314186075845e-33,1.0315647631161996e-33,1.4415992601927593e-33,1.0345060443843467e-33,1.8158012610091124e-33,1.22449830992474e-33,1.1701424028991837e-33,1.8361631629113497e-33,1.0886496721458851e-33,1.2713086025998936e-33,3.0908148022074445e-33,2.7120272808966907e-33,1.51586570025479e-33,3.2120645831652725e-33,1.0814611217147553e-33,1.9359161454913134e-33,1.6530207013478796e-33,1.5809110204637054e-33,1.809307919345337e-33,1.95932980477063e-33,8.73185686399958e-34,1.282565915988975e-33,1.719419984823184e-33,9.472198553472851e-34,1.1805157164000039e-33,1.7823281817565983e-33,2.4168163819712536e-33,1.2949791710224655e-33,1.6471410050233544e-33,1.1826491247961472e-33,1.517528238696031e-33,1.1228813527432987e-33,9.981801024707523e-34,1.0,9.778097134177821e-34,1.4744674150241682e-33,3.2268047788310804e-33,3.400592555029027e-33,9.750921367004043e-34,1.334316520665742e-33,9.743312899268254e-34,2.181725739051097e-33,2.200547298928489e-33,1.7318277232252776e-33,1.5366631424935408e-33,1.7460195368331894e-33,1.3328085968695225e-33,1.7149637386305637e-33,2.3450697437070586e-33,2.041879438240321e-33,1.558137512072154e-33,1.7710195172797774e-33,1.2839998120600187e-33,3.4129272735723186e-33,1.803497995447363e-33,3.0118537143942592e-33,1.7441236663933948e-33,1.418842205431872e-33,1.316046584259604e-33,1.7829648186353425e-33,3.307767309350447e-33,2.7131166662878447e-33,2.3568451965093016e-33,2.020508498425116e-33,2.5043764793656632e-33,4.4698790517914815e-33
2023,Sedes y Seccionales,68688848566.37004,36619218584.47681,1.3392174208829293,57.64711505308109,-1608523271.2064795,0.3144983673621307,0.0430871114320954,0.2655730304791158,0.1250201248358755,0.2503387886959461,0.4079939578711508,0.0402812056397873,0.5331173741993037,1,0,-1,74,74,3.408812341128985e-33,2.6095281403166687e-33,1.8137022471027722e-33,2.394064773503871e-33,6.610430754150345e-33,3.2392199642930476e-33,3.025821851460293e-33,1.9414605877615363e-33,1.3118792786414385e-33,1.740032508732118e-33,5.906079485226255e-33,1.6516981676427707e-33,1.1934548707935414e-33,1.382970162910757e-33,2.8809092949210827e-33,9.632250023279564e-34,1.7423161881567567e-33,1.1208681284197042e-33,3.502564267220688e-33,1.3885877072150142e-33,1.461485161066369e-33,2.6321829026928346e-33,1.693084812291889e-33,1.364764692798081e-33,1.980576483109743e-33,2.1335568973976615e-33,1.6188170196458656e-33,2.4446589773398528e-33,1.6044482017567664e-33,1.711413618163809e-33,1.2563072812889627e-33,1.4237105245364506e-33,1.4240307136312315e-33,2.8108923052220526e-33,9.626778203543847e-34,2.2053110431191906e-33,2.3408655933122785e-33,1.4982861562808607e-33,1.1515531405914817e-33,1.9156168064869323e-33,3.0399836592779653e-33,1.3341275726431847e-33,3.207916654977086e-33,2.0848918625514346e-33,2.177813421701935e-33,1.5235496629034034e-33,1.0451606365743483e-33,3.307767309350447e-33,1.5097684298456028e-33,3.150301687891799e-33,1.85544017230154e-33,3.056020966860175e-33,1.3939894447810788e-33,2.874292222057247e-33,1.4157108760784064e-33,3.34136124258281e-33,2.2935374060006204e-33,2.5241025662734332e-33,1.718817976566836e-33,2.6113186592297204e-33,1.2848939479464128e-33,2.1782874591475024e-33,2.1840891337120073e-33,2.407595670119981e-33,2.2155526519750848e-33,2.3211995271909893e-33,1.7173793551734788e-33,4.46359072712322e-33,2.2812306871170765e-33,4.382599368225723e-33,1.470087797116723e-33,1.9530440485416275e-33,2.0414715767264372e-33,6.476392466124844e-33,1.0,2.3388966217170695e-33,4.675704549549737e-33,1.8486943286014808e-33,3.183194115659436e-33,6.20388198371616e-33
